"";"artist_id";"first_music";"similar_artists1";"similar_artists2";"similar_artists3";"music_tag1";"music_tag2";"music_tag3";"music_tag4";"music_tag5"
"2213";5556;"All the World (I Tell Myself)";0;0;0;"singer-songwriter";"indie";"indie folk";"all";"female vocalists"
"2214";6038;"NY Is Killing Me";0;1956;107;"dubstep";"electronic";"experimental";"ambient";"hip-hop"
"2215";9619;"Good Night White Pride";0;9623;0;"oi";"punk";"skinhead";"german";"punk rock"
"2216";2446;"The Shire";1705;910;12288;"soundtrack";"instrumental";"lord of the rings";"classical";"composers"
"2217";2664;"Hard Rock Hallelujah";0;0;0;"hard rock";"heavy metal";"finnish";"metal";"rock"
"2218";10188;"Sleepwalking";0;0;0;"sexiest";"bigboobs";"busen";"big boobs";"sexy back"
"2219";927;"Time to Forget";0;924;0;"power metal";"progressive metal";"heavy metal";"brazilian";"metal"
"2220";5723;"Bye Bye Bye";0;0;0;"pop";"boybands";"90s";"dance";"boy band"
"2221";10610;"Wet And Rusting";0;11589;0;"experimental";"indie";"indie rock";"post-rock";"electronic"
"2222";10381;"Bicycle Bell";0;0;0;"folk";"singer-songwriter";"indie";"female vocalists";"creativecommons"
"2223";18391;"Justified & Ancient";0;9861;5503;"electronic";"ambient";"dance";"techno";"electronica"
"2224";14690;"Крылья";0;0;0;"reggae";"ska";"russian";"russian reggae";"ekb"
"2225";5691;"Necropolis";0;0;0;"heavy metal";"power metal";"epic metal";"epic heavy metal";"metal"
"2226";4626;"Musica E Ballu";4629;0;4635;"gammarec";"italian";"world";"italy";"sitar"
"2227";16352;"Opinions Won't Keep You Warm At Night";0;0;0;"australian";"rock";"alternative";"indie";"alternative rock"
"2228";5323;"Today Is Gonna Be A Great Day";0;0;0;NA;NA;NA;NA;NA
"2229";16344;"Я плачу";0;0;5922;"indie";"electronic";"russian";"indie pop";"indie rock"
"2230";8425;"Leyla";8439;17982;0;"turkish";"folk";"ethnic";"kurdish";"world"
"2231";11341;"Не болду";11337;11348;0;"kyrgyz";"kyrgyzstan";"turkic";"kyrgyz pop";"pop"
"2232";18426;"Memorize mELEKTRO";0;0;0;NA;NA;NA;NA;NA
"2233";9091;"鳥の詩";0;0;9089;"j-pop";"japanese";"anime";"female vocalists";"jpop"
"2234";17773;"Nyan Nyan Service Medley";17764;17775;0;NA;NA;NA;NA;NA
"2235";3753;"Boston";1105;0;1377;"piano rock";"alternative";"indie";"alternative rock";"rock"
"2236";6838;"Binaire et lisible";0;0;0;"screamo";"french";"hardcore";"emo";"real screamo"
"2237";3320;"Turn Your Car Around";14707;14706;0;"pop";"male vocalists";"british";"britpop";"boybands"
"2238";3125;"Vestido de Festa";15167;0;0;"female vocalists";"blues";"jazz";"pop rock";"rock"
"2239";7216;"Abélard";0;0;7207;"french";"chanson francaise";"nouvelle scene francaise";"francais";"chanson"
"2240";15725;"Mozart: Die Zauberflöte - Der Hölle Rache Kocht In Meinem Herzen";0;0;0;NA;NA;NA;NA;NA
"2241";14898;"Prada Princess";0;0;0;"pop";"dance";"polish";"female vocalists";"shoegaze"
"2242";5158;"Mind Reader";922;917;4680;"heavy metal";"metal";"british";"nwobhm";"iron maiden"
"2243";7636;"Pirates";2373;0;2846;"hard rock";"punk rock";"rock";"punk";"alternative"
"2244";14186;"I'm A Warrior";12030;12661;0;"heavy metal";"power metal";"christian metal";"christian";"metal"
"2245";4613;"All Is One";0;0;15305;"progressive metal";"folk metal";"oriental metal";"progressive death metal";"death metal"
"2246";6296;"I'm a Pilot";5233;6299;6211;"indie";"indie pop";"british";"folk";"alternative"
"2247";16378;"Supersoul";0;9918;0;"stoner rock";"stoner metal";"stoner";"swedish";"rock"
"2248";1488;"A Million and One Things To Do - Instrumental";0;0;10559;"progressive metal";"hip-hop";"underground hip-hop";"power metal";"rap"
"2249";8226;"Man of Constant Sorrow";0;0;0;"funk";"breakbeat";"electronic";"big beat";"lounge"
"2250";4371;"Hey Jealousy";0;11253;0;"alternative rock";"alternative";"90s";"rock";"indie"
"2251";8998;"Get Down On It - Single Version";987;0;8820;"funk";"soul";"disco";"70s";"80s"
"2252";1760;"Mais Uma Vez";714;708;5454;"rock";"brazilian";"acoustic";"80s";"singer-songwriter"
"2253";12953;"Big House";0;0;16840;"christian rock";"christian";"rock";"alternative";"contemporary christian"
"2254";13630;"Learn To Love The Rope";0;0;0;"post-punk";"gothic";"goth";"lo-fi";"post punk"
"2255";10956;"Chaos Sequence";0;0;0;"melodic death metal";"gothic metal";"finnish";"metal";"finnish metal"
"2256";11419;"Christmas Lives in the Heart";0;0;0;NA;NA;NA;NA;NA
"2257";6828;"Lamplighter";0;5876;0;"instrumental";"math rock";"metal";"post-rock";"heavy metal"
"2258";8997;"Red";0;0;0;"female vocalists";"prince";"soul";"paisley park";"1987"
"2259";1586;"Камикадзе";478;0;1571;"pop";"russian";"russian pop";"dance";"russia"
"2260";10438;"Gut dass du weinst";0;0;0;"rock";"punk";"punkrock";"alternative";"hagen"
"2261";11760;"Dziób Pingwina";11756;15999;0;"alternative";"polish";"experimental";"blues";"rock"
"2262";10524;"Dirge";1787;16373;1790;"electronic";"trip-hop";"alternative";"indie";"electronica"
"2263";2480;"Surrender ('88 Version) (2023 Remaster)";0;2043;0;"post-punk";"experimental";"electronic";"punk";"no wave"
"2264";15469;"Apotemnophilia";0;16407;17639;"electropunk";"experimental";"electronic";"avant-garde";"canadian"
"2265";5207;"DIAMONDZR4EVER";0;0;0;"rock";"british";"alternative";"indie rock";"alternative rock"
"2266";14675;"The Biggest Fan - Black Strobe Remix";0;0;0;"electronic";"minimal";"electro";"house";"electronica"
"2267";13103;"Fool's Gold";0;0;0;"indie folk";"under 2000 listeners";"indie";"underrated";"best of 2013"
"2268";1275;"Baphomet's Throne";3806;23;0;"black metal";"industrial metal";"metal";"dark metal";"industrial"
"2269";1490;"No Sex For Ben";0;0;0;NA;NA;NA;NA;NA
"2270";6408;"CLOUD CUCKOO LAND";0;0;0;"japanese";"electronic";"shibuya-kei";"j-pop";"female vocalists"
"2271";9848;"Shikdum";0;0;0;NA;NA;NA;NA;NA
"2272";1013;"Dancing with Tears in My Eyes";1895;1018;998;"new wave";"synthpop";"80s";"new romantic";"synth pop"
"2273";6446;"Не молчи";0;6449;0;"rock";"pop rock";"glam";"russian";"art rock"
"2274";1546;"Rookie";4191;827;0;"post-hardcore";"hardcore";"emocore";"rock";"emo"
"2275";15436;"Sometimes";4797;5637;5640;"punk rock";"melodic hardcore";"brazilian";"all";"hardcore"
"2276";1152;"Seventh Moon";0;0;17761;"anime";"japanese";"j-rock";"rock";"macross 7"
"2277";7743;"Sticks 'n' Stones";1514;0;2614;"indie";"british";"singer-songwriter";"alternative";"indie rock"
"2278";8358;"Say Anything";0;2544;3081;"acoustic";"singer-songwriter";"female vocalists";"folk";"acoustic rock"
"2279";889;"Girls Just Want to Have Fun";6698;67;340;"pop";"80s";"female vocalists";"new wave";"rock"
"2280";13727;"The Storm I Ride";0;0;1276;"black metal";"heavy metal";"blackened heavy metal";"norwegian";"metal"
"2281";11290;"Ignorance Makes Me High";13289;0;0;"psychedelic rock";"stoner rock";"blues";"psychedelic";"stoner"
"2282";13137;"Lola";0;0;15959;"spanish";"pop";"female vocalists";"electronic";"spanish pop"
"2283";11794;"Affected Song";0;0;0;"trance";"electronic";"new wave";"electronica";"ambient"
"2284";7176;"Gowchara";0;0;0;"clay in the hut";"russian folk";"30 strand grass";"supervenience";"conditions and surroundings"
"2285";5604;"Back to Reality";0;11864;0;"hardcore";"beatdown";"beatdown hardcore";"moshcore";"metalcore"
"2286";7909;"Teen Lambchop";0;0;0;"grunge";"alternative";"rock";"psychedelic";"stoner rock"
"2287";14342;"Hacerte Mujer";0;0;0;"reggaeton";"spanish";"all";"puerto rican music";"la revolucion del reggaeton cd"
"2288";2658;"Forse un angelo";0;0;15686;"pop";"italian";"studio3";"elisa";"musica italiana"
"2289";16235;"Slaagt";7386;4861;0;"cybergrind";"breakcore";"experimental";"grindcore";"electronic"
"2290";13342;"Dreaming";0;0;0;"coldwave";"post-punk";"french";"new wave";"deathrock"
"2291";14234;"Ku Tak Bisa";0;0;0;"rock";"blues";"indonesian";"indonesia";"potlot"
"2292";2838;"Kings of Metal";5157;1353;928;"heavy metal";"power metal";"metal";"true metal";"epic metal"
"2293";1677;"Mindfreak";0;0;0;"industrial";"industrial rock";"metal";"gothic";"mindfreak"
"2294";13219;"Stupidest Girl In The World";3763;1505;0;"pop";"irish";"female vocalists";"singer-songwriter";"female vocalist"
"2295";3243;"Scared Of Yourself";0;0;0;"rock";"alternative rock";"belgian";"alternative";"belgium"
"2296";1982;"Miasto Doznań - Remastered";1978;0;0;"polish";"alternative";"alternative rock";"indie rock";"indie"
"2297";13062;"Swallow My Pride";0;4359;0;"grunge";"alternative rock";"rock";"seattle";"alternative"
"2298";10185;"Sparks";0;0;18367;"indie";"funk";"pop";"british";"summer"
"2299";15865;"Chicago New York";15365;0;0;"indie pop";"twee";"indie";"female vocalists";"pop"
"2300";6668;"Gabeta";0;0;0;"neofolk";"martial industrial";"neoclassical";"apocalyptic folk";"martial"
"2301";14303;"Corpse Pose";0;7374;3364;"post-hardcore";"noise rock";"real post-hardcore";"math rock";"indie rock"
"2302";6955;"beni bir melek öldürdü";6946;0;0;"progressive rock";"turkish rock";"rock";"alternative rock";"turkish"
"2303";3295;"Cut the Tree";0;0;0;"post-punk";"4ad";"gothic";"alternative";"80s"
"2304";16449;"Domino";426;6224;4447;"female vocalists";"indie";"folk";"singer-songwriter";"american"
"2305";10053;"Niewidzialni";0;0;0;"hip-hop";"rap";"polish";"polish hip-hop";"i love"
"2306";4487;"So Close - From ""Enchanted""/Soundtrack Version";16939;3076;0;"piano rock";"singer-songwriter";"pop";"acoustic";"indie"
"2307";17048;"Make My Day";0;7492;0;"trip-hop";"downtempo";"chillout";"electronic";"lounge"
"2308";14248;"Bekledigim Gemiler";0;0;0;"turkish rock";"rock";"classic rock";"alternative rock";"tolga burkay -hafifligin agirligi-penceremde deniz vardi"
"2309";14492;"If You Don't Somebody Else Will";0;0;14479;"hillbilly harmonie";"rockabilly";"finnish";"boppin hillbilly";NA
"2310";10978;"My Shadow Self";0;8648;0;"gothic metal";"female fronted metal";"russian";"metal";"female vocalists"
"2311";16196;"Тайна розовых очков";0;0;0;"trip-hop";"abstract hip-hop";"experimental";"underground hip-hop";"hip-hop"
"2312";11845;"Hero's Come Back!!";0;1872;0;"japanese";"j-pop";"anime";"j-hiphop";"j-rap"
"2313";18238;"Fairy Tale";0;0;0;"trip-hop";"electronic";"female vocalists";"indie";"chinese"
"2314";7554;"Red Light";0;0;0;"ska";"reggae";"rocksteady";"uk";"british"
"2315";15180;"Super Rad";4216;10571;0;"ska";"ska punk";"punk";"fun";"pop punk"
"2316";11836;"Dzieci wybiegły - 2014";3650;7930;0;"rock";"polish";"alternative rock";"polish rock";"polskie"
"2317";14641;"Change in Mood";0;0;0;"new wave";"pop";"australian";"80s";"rock"
"2318";7250;"Peaches";1351;0;0;"alternative";"funny";"god of rock";"rock";"comedy"
"2319";14339;"Pink Panther";0;0;0;"progressive rock";"canterbury scene";"psychedelic rock";"stoner rock";"jazz hop"
"2320";3005;"Is You Is Or Is You Ain't (My Baby)";0;2999;0;"jazz";"swing";"rhythm and blues";"blues";"saxophone"
"2321";12655;"Sayonara";0;0;0;"alternative metal";"post-grunge";"experimental";"nu metal";"rock"
"2322";5655;"New Soul";8053;0;0;"female vocalists";"folk";"indie";"singer-songwriter";"pop"
"2323";13579;"Knights Of The Island Counter";0;0;0;"acoustic";"emo";"singer-songwriter";"indie";"powerpop"
"2324";6095;"Warp Room";0;0;0;"video game music";"soundtrack";"game soundtrack";"electronic";"devo"
"2325";8549;"Baby Blue - Remastered 2010";0;3065;3938;"classic rock";"rock";"power pop";"70s";"pop"
"2326";754;"What's Up, People?!";0;2623;0;"j-rock";"hardcore";"japanese";"j-metal";"punk"
"2327";6476;"Frevo Mulher";0;0;0;"forro";"brazilian";"nordeste";NA;NA
"2328";5782;"My Shadow";0;11684;0;"garage punk";"punk";"garage rock";"lo-fi";"garage"
"2329";13087;"Freya";0;0;0;"stoner metal";"doom metal";"stoner rock";"heavy metal";"metal"
"2330";14472;"Sick Jokes - Live";0;14471;0;"comedy";"british";"podcast";"ricky gervais";"spoken word"
"2331";11733;"I Was Dancing In The Lesbian Bar";0;4795;15160;"indie";"singer-songwriter";"kickasstic";"pay attention";"recommended"
"2332";13832;"Summercat";0;0;4111;"swedish";"indie";"indie pop";"pop";"singer-songwriter"
"2333";14883;"Aires de Cuba";0;0;0;"flamenco";"female vocalists";"guitar";"instrumental";"tango"
"2334";8930;"Firestorm";0;0;0;"hardcore";"metalcore";"straight edge";"vegan";"hardcore punk"
"2335";12698;"Horizon";0;0;0;"rapcore";"alternative rock";"christian rock";"christian";"rock"
"2336";4131;"Living Next Door to Alice";16139;8794;6362;"classic rock";"rock";"70s";"pop";"oldies"
"2337";5170;"瞬間センチメンタル";0;0;1857;"j-rock";"japanese";"j-pop";"rock";"female vocalists"
"2338";1781;"Forteresse";1135;0;7237;"french";"trip-hop";"electronic";"female vocalists";"electronica"
"2339";8921;"Break Down the Walls";0;0;0;"hardcore";"straight edge";"youth crew";"hardcore punk";"punk"
"2340";17553;"Anti Alles";17540;17558;0;"rap";"fleisch und menschliche geschlechtsteile";"deutschrap";"kranker shit";"german hiphop"
"2341";12141;"Your Heart Is As Black As Night";5787;7352;18363;"jazz";"female vocalists";"vocal jazz";"blues";"chillout"
"2342";15900;"No Me Digas Que No ( Boy like you )";15892;3187;0;"spanish";"pop rock";"mexico";"rock";"pop"
"2343";3165;"Brimstone & fire";0;0;0;"reggae";"roots reggae";"dub";"wackies";NA
"2344";10157;"Just Be Good to Me";0;0;1830;"funk";"soul";"80s";"disco";"rnb"
"2345";9569;"手紙 〜拝啓 十五の君へ〜";17715;1157;5089;"j-pop";"japanese";"piano";"female vocalists";"pop"
"2346";2666;"My Beautiful Rescue";6453;0;1201;"indie";"indie rock";"alternative";"rock";"emo"
"2347";7596;"Yeke Yeke";7561;7586;0;"african";"world";"guinean";"guinea";"world music"
"2348";15228;"What A Wonderful World";0;0;0;NA;NA;NA;NA;NA
"2349";7992;"Feel My Body (Heaven)";0;0;7963;"technoid";"drum and bass";"dnb";"drum n bass";"kmem9400"
"2350";561;"Full Blown 426 Hemi";0;0;0;"surf";"garage rock";"all";NA;NA
"2351";11647;"Memories of the Alhambra";0;11648;11661;"classical guitar";"guitar";"classical";"acoustic";"instrumental"
"2352";284;"Worst Comes To Worst - Edited";11758;0;6343;"hip-hop";"underground hip-hop";"rap";"hip hop";"west coast"
"2353";679;"Somewhere Only We Know (Feat. Darren Criss)";0;694;0;"glee";"cover";"soundtrack";"musical";"pop"
"2354";2130;"Crossfire";229;5001;1376;"indie";"alternative rock";"indie rock";"singer-songwriter";"rock"
"2355";17706;"joliver";0;0;0;"experimental";"mashup";"electronic";"hip-hop";"plunderphonics"
"2356";14171;"Lord Knows";0;0;0;"hip-hop";"underground";"electronic";"underground hip-hop";"hiphop"
"2357";14553;"Why Don't You - Radio Edit";0;0;0;"house";"electro-swing";"dance";"trip-hop";"trip hop"
"2358";3616;"Jesus Christ";4262;6773;6294;"emo";"alternative";"rock";"alternative rock";"indie rock"
"2359";14137;"Ghetto Ballin";14141;0;0;"rap";"hip-hop";"memphis";"dirty south";"female rap"
"2360";1581;"Серые глаза";0;0;0;"pop";"russia";"sexy";"model";"via gra"
"2361";7876;"Purr La Perla";13633;11898;11897;"dream pop";"trip-hop";"ethereal";"shoegaze";"female vocalists"
"2362";12581;"Easy To Love";0;0;0;"indie";"german";"indie rock";"alternative";"rock"
"2363";18371;"Neck";0;0;0;"daytrotter";"slow core";"umsxsw2010";"to discover";"from:usa"
"2364";4547;"The science of love and happiness";0;0;0;"podcast";"australia";"radio";"science";"western pacific"
"2365";12612;"Kosong";0;13557;0;"indie pop";"indie";"indonesian";"pop";"bandung"
"2366";3488;"Put Your Records On";1556;0;97;"soul";"female vocalists";"jazz";"singer-songwriter";"pop"
"2367";3374;"Porque Brigamos (I Am... I Said)";0;0;0;"synthpop";"electronic";"canadian";"pop";"indietronica"
"2368";633;"Lonely Woman";0;0;0;"jazz";"free jazz";"avant-garde";"saxophone";"avant-garde jazz"
"2369";7658;"Utan dina andetag";0;0;0;"swedish";"jazz";"indie";"acoustic";"female vocalists"
"2370";8702;"New Confusion";0;0;0;"lo-fi";"experimental";"electronic";"ambient";"psychedelic"
"2371";17346;"Lai Qalandara Manzurme Kasualuna";0;0;0;"afghan";"ottoman";"ottomanart";"world";"traditional"
"2372";443;"22 Grand Job";0;7663;5429;"indie rock";"indie";"british";"alternative";"rock"
"2373";13123;"Summertime Blues";990;7795;0;"psychedelic rock";"hard rock";"blues rock";"classic rock";"psychedelic"
"2374";2537;"threw it away";203;1095;7325;"britpop";"indie";"british";"indie rock";"rock"
"2375";125;"Close - Gold Panda Remix";0;0;0;"experimental";"idm";"electronic";"techno";"electronica"
"2376";6416;"Um, Circles and Squares";2667;7472;9117;"electronic";"experimental";"idm";"anticon";"instrumental"
"2377";383;"American Jesus";4218;4821;4820;"punk rock";"punk";"american artist";"political";"rock"
"2378";2891;"Invisible Man";0;2885;2886;"blues";"listen ccpl";"allboutguitar";"brc blues band";"brc blues band karlsruhe"
"2379";18410;"Cool Night";0;0;17215;"soft rock";"80s";"male vocalists";"rock";"yacht rock"
"2380";476;"Tombé";0;0;0;"rnb";"pop";"french";"male vocalists";"hip-hop"
"2381";8036;"See What I've Become";0;0;6540;"soundtrack";"orchestral";"classical";"score";"hip-hop"
"2382";9570;"이럴거면";0;0;0;"k-pop";"korean";"female vocalists";"pop";"ivy"
"2383";433;"Anthems for a Seventeen Year-Old Girl";0;0;2407;"indie";"indie rock";"canadian";"post-rock";"alternative"
"2384";1445;"We Are The World 25 For Haiti";4512;0;0;"pop";"haiti";"michael jackson";"artists";"miley cyrus"
"2385";17104;"Surah Israa - 1427";0;0;0;"le saint quran";"malaysia idol";"quran";"ottoman";"qari"
"2386";17505;"The Hairstyle of the Devil";9631;0;1164;"singer-songwriter";"indie pop";"electronic";"indie";"pop"
"2387";5163;"Baptizm Of Fire - Remastered";0;0;0;"heavy metal";"hard rock";"british";"judas priest";"metal"
"2388";16295;"I Get So Excited";5388;16274;16286;"rockabilly";"neo rockabilly";"english";"80s";"80's"
"2389";13415;"Jerk";10509;0;2789;"punk rock";"punk";"hard rock";"rock";"rock n roll"
"2390";9186;"Falar Com Deus";0;0;0;"worship";"adventista";NA;NA;NA
"2391";3079;"Just the Girl";0;8244;0;"pop rock";"power pop";"pop";"rock";"pop punk"
"2392";13232;"Waiting";4439;3612;1864;"alternative";"alternative rock";"irish";"rock";"indie"
"2393";645;"San Erthi I Mera";0;0;654;"greek";"indie";"female vocalists";"world music";"greek pop"
"2394";1145;"Through Glass";0;1044;2380;"hard rock";"alternative metal";"metal";"nu metal";"rock"
"2395";10171;"Penance";0;0;0;"industrial";"noise rock";"noise";"experimental";"industrial rock"
"2396";8449;"La lettera";0;0;10221;"soundtrack";"composer";"classical";"italian";"score"
"2397";9743;"Per Dimenticare";0;10078;1432;"italian";"pop";"italian pop";"italiano";"zero assoluto"
"2398";17740;"Go!";1454;0;0;"pop";"brasil";"disney";"pop rock";"brazilian"
"2399";4450;"Almanac";624;0;0;"folk";"canadian";"indie";"indie rock";"folk rock"
"2400";10156;"Finally";5559;0;0;"dance";"house";"pop";"female vocalists";"90s"
"2401";8727;"Way Maker - Single Version";0;11223;0;"christian";"christian rock";"worship";"pop";"rock"
"2402";6749;"Vetre";0;0;0;"folk";"bulgarian";"ethno";"neofolk";"balkan"
"2403";13044;"Random Rules";0;1957;9545;"alt-country";"lo-fi";"indie rock";"indie";"folk"
"2404";12203;"Ernie";0;0;0;"dub";"reggae";"new zealand";"chillout";"chill"
"2405";667;"Come ci comme ca";0;0;0;"cypriot";"pop";"greek";"eurovision";"female vocalists"
"2406";6635;"Welcome 2 Detroit";0;9388;6618;"rap";"hip-hop";"detroit";"detroit rap";"hip hop"
"2407";9357;"Neurosomatic Circuit";9353;0;5360;"psychill";"ambient";"psychedelic";"chillout";"psybient"
"2408";13235;"Nobody";0;0;0;"punk";"punk rock";"old school";"ramonescore";NA
"2409";1854;"The Diary of Jane - Single Version";488;490;1905;"alternative rock";"rock";"hard rock";"alternative";"alternative metal"
"2410";13683;"Deranged Epidemic";0;3804;0;"brutal death metal";"death metal";"goregrind";"grindcore";"us-way brutal death metal"
"2411";14399;"Estate";10078;0;11491;"italian";"rock";"pop rock";"pop";"negramaro-2007-la finestra"
"2412";14593;"キ・セ・キ";14595;0;0;"j-pop";"johnnys entertainment";"japanese";"jpop";"pop"
"2413";10570;"Some Kind Of Hate";0;16260;3729;"hardcore";"hardcore punk";"boston hardcore";"punk";"boston"
"2414";9870;"What You Got";0;3245;0;"rapcore";"nu metal";"alternative";"nu-metal";"metal"
"2415";281;"Sala 101";0;4584;0;"hip-hop";"hip-hop tuga";"portuguese";"rap";"portugal"
"2416";2170;"My Heart Is A Microscheme";0;0;0;"electronic";"idm";"experimental electronic";"ne dala";"experimental"
"2417";10741;"Szalai Éva";0;0;0;"hungarian";"alternative";"alternative rock";"political";"magyar"
"2418";6781;"Rush Hour";6698;0;6714;"pop";"female vocalists";"80s";"new wave";"rock"
"2419";2812;"Backwoods";0;2817;11625;"post-metal";"sludge";"post-rock";"doom metal";"post metal"
"2420";12759;"Aquarium";1956;5868;0;"electronic";"glitch-hop";"ambient";"glitch";"hip hop"
"2421";13722;"Our Time Is Here";0;0;0;"camp rock";"sexy";"disney";"usa";"american"
"2422";7490;"Tommib";2146;744;2669;"idm";"electronic";"experimental";"drum n bass";"drum and bass"
"2423";6728;"Laid";0;6852;13558;"britpop";"indie";"alternative";"british";"90s"
"2424";4890;"Зерно";0;0;0;"hip-hop";"russian rap";"rap";"russian";"zasada"
"2425";11010;"I Want It All";0;7391;0;"pop";"soundtrack";"disney";"musical";"high school musical"
"2426";16521;"You Know How To Love Me";16517;0;0;"soul";"female vocalists";"rnb";"jazz";"phyllis hyman"
"2427";9646;"Der blaue Planet";0;0;0;"ostrock";"german";"deutsch";"rock";"karat"
"2428";6928;"Still Here";0;0;0;"pop";"singer-songwriter";"norway";"comedy";"incredible crap"
"2429";3672;"The Moon Song - Film Version";0;0;0;"female vocalists";"dream pop";"folk";"jazz";"pop"
"2430";10054;"Wojna (Feat. Hemp Gru)";0;5482;10051;"dancehall";"reggae";"rap";"polish";"hip hop"
"2431";8018;"I've Only Begun To Fight";15905;0;14543;"pop";"female vocalists";"spanish";"belgian";NA
"2432";16841;"Ghost Man";0;7338;0;"reggae";"ska";"reggae-rock";"california reggae";"chill"
"2433";11268;"Дороги";14694;0;0;"folk";"folk rock";"russian";"female vocalists";"medieval"
"2434";18342;"U.F.O.";0;0;10347;"folk";"folk rock";"psychedelic folk";"singer-songwriter";"fuck yeah"
"2435";8251;"Know-Nothing Ingrate";6797;1281;0;"death metal";"brutal death metal";"metal";"groove metal";"grindcore"
"2436";3549;"Deathbox";11817;12780;9761;"industrial metal";"metalcore";"melodic death metal";"metal";"industrial"
"2437";2068;"River Flows in You";0;0;0;"piano";"instrumental";"classical";"korean";"new age"
"2438";12915;"Puentes";0;8834;0;"indie";"indie rock";"spanish";"spanish rock";"pop rock"
"2439";5362;"Storz und Bickel";0;0;5334;"suomisaundi";"psytrance";"electronic";"psychedelic trance";"home collection"
"2440";9779;"Amor Frio";964;0;0;"experimental";"progressive rock";"psychedelic";"instrumental";"jazz"
"2441";17686;"We No Speak Americano";0;0;0;NA;NA;NA;NA;NA
"2442";14374;"RATA DE DOS PATAS";0;0;0;"ranchera";"mexico";"mexican";"folk";"latin"
"2443";18081;"Weighty Ghost";0;0;12565;"canadian";"indie rock";"indie";"alternative";"rock"
"2444";10393;"Threats";0;0;2931;"hip-hop";"underground hip-hop";"rap";"female emcees";"hip hop"
"2445";17795;"Shark Man";0;0;0;"surf";"surf rock";"japanese";"rock";NA
"2446";15097;"Theme";0;0;0;NA;NA;NA;NA;NA
"2447";12425;"Aire";12417;0;0;"fickscheisse";"techno";"breakbeat";"breaks";"turkish rap"
"2448";17130;"Bonde";7582;0;0;"african";"blues";"world";"world music";"mali"
"2449";10200;"Little Green";0;0;0;"yeah";"warm";"female vocalists";"beauty";NA
"2450";15407;"Schadenfreude";0;0;0;"musical";"comedy";"soundtrack";"broadway";"avenue q"
"2451";16030;"Öyle Bir Rüya";0;8427;0;"easy listening";"male vocal";"turkish";"pop";"turkey"
"2452";9860;"Silver Screen (Shower Scene)";9498;8582;4725;"electronic";"house";"electroclash";"electro";"electronica"
"2453";16578;"Nobody To Love - Radio Edit";0;4249;12839;"drum and bass";"liquid funk";"dnb";"electronic";"drum n bass"
"2454";3424;"Dämmertal";0;0;0;"folk";"ethereal";"neofolk";"medieval";"gothic"
"2455";2850;"A Boy Brushed Red Living in Black and White";507;1541;6772;"post-hardcore";"metalcore";"screamo";"hardcore";"christian"
"2456";18256;"SHAKE";18258;0;0;"electro";"brazilian";"electronic";"new rave";"dance"
"2457";15093;"Mellon Collie";0;0;0;"shibuya-kei";"japanese";"electronic";"picopop";"mizca"
"2458";8404;"Meisai";2103;0;0;"visual kei";"j-rock";"japanese";"rock";"metal"
"2459";12762;"Kalinichta";0;0;5799;"post-rock";"instrumental";"math rock";"experimental";"post rock"
"2460";4709;"Ela Diz Que Me Ama";0;0;0;"mpb";"samba";"female vocalists";"bossa nova";"brazilian"
"2461";2932;"I Wish";0;0;0;"hip-hop";"rap";"90s";"hip hop";"american"
"2462";9600;"Rudie Bam Bam";0;0;0;"rocksteady";"ska";"reggae";"jamaica";"trojan"
"2463";18268;"Believe Me Now";0;9083;0;"christian rock";"christian";"christian indie";"australian";"the vampire diaries"
"2464";8354;"Angelina";5444;0;0;"acoustic";"guitar";"acoustic guitar";"fingerpicking guitar";"instrumental"
"2465";11788;"Queen Of Hearts";0;11034;8927;"hardcore";"hardcore punk";"punk";"canadian";"punk rock"
"2466";8009;"Седая ночь";0;0;0;"pop";"80s";"russian";"russian pop";"disco"
"2467";5822;"God, That's Good!";5815;0;0;"soundtrack";"musical";"sweeney todd";"ost";"charming"
"2468";9625;"Fever";0;0;0;"reggae";"ska";"german ska";"dub";"german"
"2469";9269;"Inner Fears";0;0;0;"deathrock";"post-punk";"psychobilly";"electronic";"gothic"
"2470";5938;"Hell Yeah";0;0;0;"hard rock";"alternative rock";"rock";"post-grunge";"alternative"
"2471";1002;"Never Gonna Give You Up";0;0;0;"pop";"80s";"rickroll";"dance";"best act ever"
"2472";11172;"Весна";0;5923;0;"russian";"techno";"dance";"pop";"90s"
"2473";8498;"Pray";8497;0;0;"dance";"female vocalists";"eurodance";"pop";"trance"
"2474";1509;"There Is A Light That Never Goes Out - Live For Teenage Cancer Trust";0;0;533;"britpop";"rock";"acoustic";"alternative";"legend"
"2475";13682;"Dark celebration";0;0;0;"gothic metal";"polish";"female fronted metal";"black metal";NA
"2476";10631;"I Breathe";0;0;9028;"synthpop";"pop";"electronic";"swedish";"90s"
"2477";16532;"Deconstruction";10445;0;0;"stoner rock";"doom metal";"hard rock";"stoner";"rock"
"2478";15712;"I Need You";0;0;0;"female vocalists";"danish";"rock";"progressive rock";"female vocalist"
"2479";6388;"L.I.S.A.";0;18425;0;"hip-hop";"rap";"female vocalists";"rnb";"hip hop"
"2480";15667;"Breath of mountains";18033;18044;6149;"instrumental";"ambient";"relaxing";"chillout";"melodic"
"2481";6618;"My Band";0;0;0;"rap";"hip-hop";"hip hop";"gangsta rap";"d12"
"2482";4205;"Plays Pretty for Baby";4385;6773;0;"powerpop";"power pop";"indie";"indie rock";"rock"
