,userID,tags
267,288,"{'rock': 41, 'alternative': 27, 'alternative rock': 16, 'indie': 9, 'rock argentino': 7}"
268,289,"{'rock': 30, 'alternative': 28, 'indie': 18, 'pop punk': 12, 'alternative rock': 12}"
269,290,"{'80s': 28, 'rock': 26, 'pop': 19, 'new wave': 16, 'electronic': 12}"
270,291,"{'female vocalists': 34, 'pop': 29, 'glee': 18, 'american': 11, 'indie': 8}"
271,292,"{'rock': 30, 'classic rock': 26, 'progressive rock': 23, 'psychedelic rock': 12, 'psychedelic': 9}"
272,293,"{'rock': 28, 'punk rock': 21, 'punk': 18, 'pop punk': 18, 'pop': 15}"
273,294,"{'ambient': 26, 'psychill': 22, 'psytrance': 19, 'electronic': 19, 'rock': 15}"
274,295,"{'metal': 30, 'heavy metal': 28, 'hard rock': 15, 'thrash metal': 15, 'rock': 11}"
275,296,"{'rockabilly': 29, 'rock and roll': 23, 'country': 16, '50s': 16, 'oldies': 16}"
276,297,"{'indie': 31, 'alternative': 24, 'female vocalists': 22, 'rock': 12, 'indie rock': 12}"
277,298,"{'rock': 30, 'classic rock': 19, 'indie': 19, 'alternative': 16, 'british': 16}"
278,299,"{'rock': 24, 'indie': 24, 'pop': 18, 'female vocalists': 18, 'alternative': 16}"
279,300,"{'rock': 38, 'brazilian': 25, 'brasil': 15, '80s': 12, 'hard rock': 10}"
280,301,"{'rock': 26, 'female vocalists': 26, 'pop': 18, 'hard rock': 15, 'alternative': 15}"
281,302,"{'pop': 31, 'female vocalists': 28, 'dance': 18, 'rock': 12, 'rnb': 10}"
282,303,"{'rock': 35, 'classic rock': 23, 'hard rock': 16, 'alternative': 16, 'psychedelic rock': 10}"
283,304,"{'alternative': 29, 'electronic': 26, 'rock': 21, 'alternative rock': 12, 'indie': 12}"
284,305,"{'pop': 33, 'female vocalists': 21, 'dance': 19, 'rnb': 19, 'electronic': 9}"
285,306,"{'rock': 21, 'pop': 21, 'new wave': 21, 'alternative': 21, '80s': 18}"
286,307,"{'psytrance': 27, 'electronic': 20, 'psychedelic': 20, 'progressive trance': 16, 'trance': 16}"
287,308,"{'rock': 27, 'hard rock': 22, 'classic rock': 19, 'metal': 19, 'metalcore': 14}"
288,310,"{'pop': 30, 'dance': 21, 'female vocalists': 18, 'hip-hop': 16, 'rap': 16}"
289,311,"{'indie': 26, 'alternative': 23, 'rock': 21, 'electronic': 16, 'female vocalists': 14}"
290,312,"{'k-pop': 22, 'korean': 22, 'j-pop': 20, 'japanese': 18, 'pop': 18}"
291,313,"{'metal': 33, 'industrial': 27, 'industrial metal': 15, 'heavy metal': 12, 'rock': 12}"
292,314,"{'rock': 33, 'female vocalists': 18, 'alternative': 18, 'pop': 18, 'alternative rock': 14}"
293,315,"{'rock': 29, 'alternative': 24, 'indie': 19, 'electronic': 17, 'pop': 12}"
294,316,"{'metal': 33, 'rock': 26, 'alternative metal': 15, 'nu metal': 13, 'hardcore': 13}"
295,317,"{'rock': 37, 'classic rock': 28, 'hard rock': 12, 'italian': 12, '80s': 12}"
296,318,"{'pop': 26, 'female vocalists': 21, 'rap': 18, 'hip-hop': 18, 'dance': 16}"
297,319,"{'hardcore': 33, 'melodic hardcore': 20, 'punk': 16, 'brazilian': 16, 'punk rock': 16}"
298,320,"{'electronic': 22, 'female vocalists': 22, 'industrial': 19, 'singer-songwriter': 19, 'blues': 19}"
299,321,"{'metal': 33, 'heavy metal': 20, 'hard rock': 18, 'metalcore': 16, 'rock': 13}"
300,322,"{'hip-hop': 26, 'rap': 21, 'pop': 19, 'hip hop': 19, 'rnb': 15}"
301,324,"{'metal': 31, 'heavy metal': 25, 'hard rock': 20, 'rock': 15, 'classic rock': 8}"
302,325,"{'ebm': 25, 'industrial': 23, 'electronic': 19, 'dark electro': 17, 'darkwave': 15}"
303,326,"{'pop': 34, 'female vocalists': 21, 'rnb': 17, 'dance': 17, 'rock': 11}"
304,327,"{'pop': 32, 'female vocalists': 30, 'dance': 14, 'rock': 12, 'polish': 11}"
305,328,"{'rock': 27, 'alternative': 24, 'indie': 22, 'alternative rock': 16, 'electronic': 11}"
306,329,"{'female vocalists': 31, 'pop': 29, 'rock': 15, 'alternative': 13, 'dance': 12}"
307,330,"{'pop': 33, 'female vocalists': 24, 'rock': 18, 'dance': 15, 'pop punk': 9}"
308,331,"{'pop': 33, 'female vocalists': 24, 'dance': 17, 'electronic': 14, 'alternative': 12}"
309,332,"{'female vocalists': 33, 'pop': 33, 'rock': 16, 'rnb': 11, 'alternative': 7}"
310,333,"{'pop': 35, 'female vocalists': 26, 'dance': 22, 'rnb': 9, 'rock': 7}"
311,334,"{'rock': 33, 'alternative': 25, 'indie': 15, 'alternative rock': 15, 'punk': 12}"
312,335,"{'pop': 31, 'female vocalists': 31, 'soul': 13, 'dance': 13, 'rock': 11}"
313,336,"{'electronic': 24, 'post-rock': 21, 'instrumental': 18, 'ambient': 18, 'alternative': 18}"
314,337,"{'thrash metal': 22, 'heavy metal': 19, 'metal': 19, 'soundtrack': 19, 'musical': 19}"
315,338,"{'pop': 27, '80s': 24, 'female vocalists': 18, 'dance': 15, 'electronic': 15}"
316,339,"{'female vocalists': 30, 'pop': 28, 'dance': 22, 'rnb': 14, 'electronic': 6}"
317,340,"{'pop': 28, 'dance': 21, 'female vocalists': 21, 'rnb': 17, 'reggae': 13}"
318,341,"{'ambient': 27, 'experimental': 24, 'drone': 20, 'electronic': 14, 'psychedelic': 14}"
319,342,"{'alternative': 28, 'rock': 22, 'indie': 20, 'electronic': 16, 'british': 14}"
320,343,"{'rock': 27, 'hard rock': 25, 'classic rock': 22, 'heavy metal': 16, 'metal': 10}"
321,344,"{'indie': 24, 'alternative': 24, 'post-punk': 18, 'new wave': 18, 'indie rock': 16}"
322,345,"{'indie': 26, 'electronic': 22, 'indie rock': 20, 'female vocalists': 17, 'british': 15}"
323,346,"{'rock': 28, 'alternative': 25, 'indie': 19, 'alternative rock': 16, 'indie rock': 12}"
324,347,"{'rock': 28, 'alternative': 21, 'hard rock': 19, 'alternative rock': 19, 'metal': 14}"
325,348,"{'pop': 30, 'female vocalists': 29, 'dance': 21, 'rnb': 11, 'electronic': 9}"
326,349,"{'electronic': 32, 'experimental': 20, 'screamo': 18, 'indie': 15, 'deathcore': 15}"
327,350,"{'pop': 33, 'female vocalists': 28, 'dance': 20, 'rnb': 12, 'rock': 7}"
328,351,"{'pop': 28, 'female vocalists': 23, 'rock': 21, 'alternative': 14, 'pop rock': 14}"
329,352,"{'female vocalists': 27, 'pop': 25, 'rock': 23, 'dance': 14, 'alternative': 11}"
330,353,"{'pop': 26, 'rnb': 23, 'female vocalists': 19, 'hip-hop': 18, 'dance': 14}"
331,354,"{'pop': 30, 'female vocalists': 26, 'dance': 25, 'rnb': 13, 'hip-hop': 6}"
332,355,"{'rock': 26, 'pop': 24, 'alternative rock': 19, 'alternative': 19, 'female vocalists': 12}"
333,356,"{'post-hardcore': 28, 'screamo': 23, 'metalcore': 19, 'hardcore': 16, 'electronic': 14}"
334,357,"{'indie': 31, 'alternative': 19, 'rock': 19, 'electronic': 17, 'new wave': 15}"
335,358,"{'electronic': 40, 'french': 16, 'electro': 16, 'indie': 16, 'instrumental': 12}"
336,359,"{'80s': 25, 'new wave': 24, 'electronic': 19, 'synthpop': 19, 'synth pop': 13}"
337,360,"{'video game music': 32, 'soundtrack': 24, 'electronic': 19, 'instrumental': 14, 'happy hardcore': 11}"
338,361,"{'female vocalists': 33, 'pop': 31, 'dance': 15, 'rnb': 13, 'soul': 8}"
339,362,"{'rock': 43, 'brazilian': 18, 'pop punk': 14, 'alternative': 14, 'alternative rock': 11}"
340,363,"{'rock': 38, 'alternative': 21, 'alternative rock': 20, 'post-hardcore': 11, 'metal': 11}"
341,364,"{'indie': 24, 'folk': 22, 'rock': 20, 'alternative': 20, 'acoustic': 15}"
342,365,"{'ambient': 31, 'electronic': 21, 'experimental': 19, 'drone': 16, 'instrumental': 13}"
343,366,"{'indie': 30, 'alternative': 21, 'electronic': 18, 'indie rock': 15, 'folk': 15}"
344,367,"{'rock': 34, 'alternative': 27, 'pop punk': 14, 'punk': 12, 'indie': 12}"
345,368,"{'indie': 36, 'singer-songwriter': 19, 'alternative': 17, 'indie rock': 17, 'indie pop': 11}"
346,369,"{'indie': 28, 'alternative': 28, 'indie rock': 20, 'rock': 15, 'british': 9}"
347,370,"{'alternative': 28, 'rock': 26, 'pop': 16, 'indie': 16, 'female vocalists': 14}"
348,371,"{'rock': 33, 'russian': 22, 'alternative': 18, 'russian rock': 14, '80s': 12}"
349,372,"{'rock': 26, 'alternative': 25, 'alternative rock': 25, 'hard rock': 16, 'metal': 8}"
350,374,"{'new wave': 20, '80s': 20, 'pop': 20, 'synth pop': 20, 'rock': 20}"
351,375,"{'pop': 34, 'female vocalists': 29, 'dance': 17, 'rock': 12, 'rnb': 8}"
352,376,"{'heavy metal': 27, 'metal': 27, 'rock': 22, 'russian': 12, 'thrash metal': 12}"
353,377,"{'metal': 40, 'heavy metal': 17, 'death metal': 17, 'melodic death metal': 13, 'power metal': 13}"
354,378,"{'rock': 29, 'classic rock': 20, 'pop': 20, 'hard rock': 16, '80s': 16}"
355,380,"{'pop': 31, 'female vocalists': 26, 'dance': 18, 'rnb': 17, 'soul': 9}"
356,382,"{'hip-hop': 27, 'rap': 27, 'hip hop': 24, 'underground hip-hop': 15, 'new york': 7}"
357,383,"{'rock': 23, 'female vocalists': 23, 'alternative': 21, 'indie': 21, 'pop': 13}"
358,385,"{'rock': 28, 'pop': 26, 'alternative': 21, 'female vocalists': 15, 'alternative rock': 10}"
359,386,"{'rock': 36, 'danish': 21, 'pop': 17, 'dansk': 14, 'classic rock': 12}"
360,387,"{'female vocalists': 25, 'rnb': 23, 'hip-hop': 21, 'soul': 18, 'rap': 13}"
361,388,"{'soundtrack': 32, 'instrumental': 25, 'video game music': 18, 'composer': 12, 'ambient': 12}"
362,390,"{'pop': 34, 'female vocalists': 21, 'rnb': 19, 'dance': 17, 'hip-hop': 9}"
363,391,"{'alternative': 30, 'rock': 28, 'russian': 15, 'emo': 15, 'pop punk': 13}"
364,392,"{'female vocalists': 27, 'pop': 25, 'rock': 22, 'alternative': 17, 'alternative rock': 9}"
365,393,"{'rock': 36, 'alternative': 20, 'pop': 15, 'british': 15, 'classic rock': 14}"
366,394,"{'brazilian': 35, 'brasil': 23, 'reggae': 19, 'rock': 13, 'mpb': 10}"
367,395,"{'metal': 40, 'thrash metal': 19, 'death metal': 17, 'rock': 12, 'heavy metal': 12}"
368,396,"{'electronic': 25, 'pop': 25, 'c-pop': 18, 'chinese': 18, 'female vocalists': 14}"
369,397,"{'electronic': 31, 'synthpop': 21, 'rock': 19, 'female vocalists': 14, 'alternative': 14}"
370,398,"{'alternative': 28, 'indie': 22, 'electronic': 21, 'rock': 19, 'alternative rock': 10}"
371,399,"{'pop': 34, 'female vocalists': 30, 'dance': 16, 'rock': 10, 'rnb': 9}"
372,400,"{'pop': 36, 'female vocalists': 30, 'dance': 17, 'rock': 9, 'latin': 8}"
373,401,"{'rock': 39, 'alternative': 22, 'punk rock': 14, 'punk': 14, 'hardcore': 10}"
374,402,"{'rock': 29, 'classic rock': 22, 'metal': 18, 'hard rock': 16, 'heavy metal': 15}"
375,403,"{'female vocalists': 30, 'pop': 22, 'rock': 18, 'electronic': 16, 'dance': 14}"
376,404,"{'punk': 23, 'rock': 23, 'punk rock': 21, 'pop punk': 20, 'alternative': 13}"
377,405,"{'pop': 25, 'female vocalists': 25, 'dance': 21, 'rnb': 21, 'soul': 9}"
378,406,"{'progressive metal': 25, 'progressive rock': 25, 'rock': 20, 'metal': 15, 'progressive': 15}"
379,407,"{'electronic': 44, 'electro': 15, 'indie': 15, 'poptron': 15, 'hip-hop': 12}"
380,408,"{'rock': 30, 'indie': 20, 'indie rock': 20, 'alternative rock': 15, 'british': 15}"
381,409,"{'pop': 30, 'rock': 25, 'hip-hop': 16, 'female vocalists': 16, '80s': 14}"
382,410,"{'powerpop': 26, 'pop punk': 21, 'rock': 18, 'indie': 18, 'electronic': 18}"
383,411,"{'hip-hop': 29, 'rap': 29, 'hip hop': 23, 'gangsta rap': 13, 'dirty south': 6}"
384,412,"{'brazilian': 22, 'rock': 22, 'pop': 22, 'female vocalists': 20, 'british': 15}"
385,413,"{'pop': 28, 'female vocalists': 26, 'rock': 19, 'dance': 14, 'alternative': 14}"
386,414,"{'pop': 31, 'female vocalists': 29, 'rock': 14, 'electronic': 14, 'brazilian': 12}"
387,415,"{'pop': 31, 'female vocalists': 29, 'dance': 20, 'rock': 13, 'rnb': 7}"
388,416,"{'neofolk': 22, 'dark ambient': 22, 'martial industrial': 19, 'industrial': 19, 'apocalyptic folk': 19}"
389,417,"{'female vocalists': 32, 'pop': 28, 'soul': 15, 'rnb': 13, 'alternative': 12}"
390,418,"{'indie': 32, 'alternative': 28, 'indie rock': 17, 'indie pop': 13, 'rock': 11}"
391,419,"{'pop': 25, 'dance': 22, 'rnb': 20, 'hip-hop': 17, 'female vocalists': 16}"
392,420,"{'pop': 40, 'female vocalists': 25, 'rock': 15, '80s': 13, 'gospel': 8}"
393,421,"{'pop': 32, 'female vocalists': 21, 'rnb': 19, 'dance': 15, 'hip-hop': 13}"
394,423,"{'rock': 27, '80s': 25, 'pop': 23, 'new wave': 17, 'classic rock': 8}"
395,424,"{'metal': 37, 'heavy metal': 18, 'thrash metal': 18, 'rock': 16, 'hard rock': 11}"
396,425,"{'female vocalists': 34, 'pop': 32, 'dance': 13, 'rock': 12, 'rnb': 9}"
397,426,"{'ambient': 32, 'electronic': 25, 'chillout': 15, 'post-rock': 14, 'instrumental': 14}"
398,427,"{'rock': 30, 'alternative': 24, 'emo': 15, 'alternative rock': 15, 'post-hardcore': 15}"
399,428,"{'80s': 28, 'new wave': 25, 'pop': 22, 'electronic': 14, 'synthpop': 11}"
400,430,"{'pop': 25, '80s': 22, 'rock': 20, 'new wave': 18, 'alternative': 15}"
401,431,"{'rock': 35, 'alternative': 21, 'alternative rock': 16, 'indie': 14, 'hard rock': 14}"
402,432,"{'rock': 35, 'alternative': 24, 'punk rock': 15, 'alternative rock': 13, 'punk': 13}"
403,433,"{'death metal': 35, 'metal': 26, 'melodic death metal': 15, 'black metal': 12, 'swedish': 12}"
404,434,"{'alternative': 24, 'rock': 24, 'indie rock': 22, 'indie': 20, 'post-punk': 11}"
405,435,"{'hardcore': 24, 'post-hardcore': 24, 'screamo': 23, 'emocore': 14, 'metalcore': 14}"
406,436,"{'rock': 33, 'indie': 20, 'alternative': 18, '80s': 16, 'pop': 13}"
407,437,"{'pop': 37, 'female vocalists': 22, 'male vocalists': 14, 'rock': 14, 'dance': 12}"
408,438,"{'industrial': 28, 'ebm': 25, 'dark electro': 19, 'aggrotech': 15, 'harsh ebm': 13}"
409,439,"{'hip-hop': 29, 'rap': 29, 'hip hop': 26, 'underground hip-hop': 8, 'new york': 8}"
410,440,"{'indie': 34, 'electronic': 20, 'experimental': 18, 'folk': 14, 'indie rock': 14}"
411,441,"{'electronic': 28, 'indie': 21, 'rock': 19, 'danish': 16, 'alternative': 16}"
412,442,"{'synthpop': 26, 'pop': 21, 'electronic': 18, 'new wave': 18, '80s': 18}"
413,443,"{'rock': 26, 'classic rock': 20, 'psychedelic': 20, 'turkish': 20, 'psychedelic rock': 14}"
414,444,"{'industrial': 25, 'ambient': 25, 'dark ambient': 23, 'experimental': 15, 'noise': 13}"
415,446,"{'rock': 28, 'alternative': 23, 'new wave': 18, '80s': 15, 'pop': 15}"
416,447,"{'ambient': 33, 'electronic': 26, 'experimental': 15, 'chillout': 13, 'idm': 13}"
417,449,"{'classic rock': 22, 'rock': 22, 'metal': 20, 'hard rock': 18, 'heavy metal': 16}"
418,450,"{'rock': 30, 'progressive rock': 28, 'progressive': 15, 'classic rock': 15, 'hard rock': 12}"
419,451,"{'pop': 29, 'female vocalists': 27, 'dance': 16, 'rock': 16, 'electronic': 12}"
420,452,"{'80s': 29, 'pop': 21, 'new wave': 19, 'synthpop': 16, 'rock': 16}"
421,453,"{'rock': 28, 'indie': 24, 'alternative': 24, '80s': 14, 'british': 10}"
422,454,"{'industrial': 31, 'electronic': 27, 'experimental': 15, 'ebm': 15, 'industrial rock': 12}"
423,455,"{'electronic': 33, 'industrial': 25, 'electronica': 17, 'rock': 14, 'alternative': 11}"
424,456,"{'brazilian': 38, 'rock': 18, 'sertanejo universitario': 16, 'sertanejo': 16, 'pop': 13}"
425,457,"{'metal': 30, 'power metal': 26, 'heavy metal': 24, 'rock': 11, 'finnish': 9}"
426,458,"{'rock': 31, 'alternative': 24, 'female vocalists': 17, 'alternative rock': 14, 'pop': 14}"
427,459,"{'hard rock': 24, 'rock': 20, '80s': 20, 'hair metal': 18, 'metal': 18}"
428,460,"{'alternative': 29, 'rock': 25, 'indie': 17, 'electronic': 17, 'alternative rock': 12}"
429,461,"{'pop': 27, 'rock': 19, 'female vocalists': 19, 'electronic': 19, 'alternative': 17}"
430,462,"{'rock': 28, 'alternative': 25, 'indie': 22, 'indie rock': 16, 'classic rock': 9}"
431,463,"{'japanese': 25, 'new age': 21, 'electronic': 18, 'ambient': 18, 'instrumental': 18}"
432,464,"{'indie': 24, 'alternative': 22, 'rock': 22, 'indie rock': 20, 'british': 12}"
433,465,"{'alternative': 25, 'rock': 24, 'indie': 24, 'indie rock': 16, 'alternative rock': 10}"
434,466,"{'female vocalists': 29, 'pop': 26, 'dance': 19, 'rock': 14, 'rnb': 12}"
435,467,"{'french': 33, 'chanson francaise': 30, 'rock': 14, 'chanson': 12, 'nouvelle scene francaise': 11}"
436,468,"{'pop': 24, 'female vocalists': 24, 'rock': 21, 'alternative': 17, 'new age': 14}"
437,469,"{'rock': 26, 'metal': 21, 'alternative rock': 18, 'hard rock': 18, 'alternative': 18}"
438,470,"{'pop': 36, 'female vocalists': 31, 'dance': 17, 'rock': 9, 'rnb': 7}"
439,471,"{'rock': 37, 'classic rock': 29, '80s': 13, 'alternative': 11, 'hard rock': 11}"
440,472,"{'pop': 27, 'dance': 25, 'female vocalists': 21, 'electronic': 17, 'rnb': 10}"
441,473,"{'female vocalists': 33, 'pop': 25, 'singer-songwriter': 20, 'indie': 14, 'rock': 8}"
442,474,"{'electronic': 32, 'dance': 28, 'house': 20, 'club': 10, 'pop': 10}"
443,475,"{'indie': 24, 'rock': 21, 'british': 21, 'alternative': 21, 'indie rock': 14}"
444,476,"{'alternative': 24, 'rock': 24, 'british': 20, 'indie': 20, 'indie rock': 12}"
445,477,"{'female vocalists': 28, 'pop': 26, 'dance': 21, 'rnb': 15, 'electronic': 9}"
446,478,"{'punk': 29, 'punk rock': 24, 'rock': 18, 'pop punk': 14, 'alternative': 14}"
447,479,"{'pop': 32, 'rnb': 22, 'female vocalists': 20, 'dance': 13, 'soul': 13}"
448,480,"{'new wave': 27, '80s': 27, 'electronic': 16, 'synthpop': 15, 'pop': 14}"
449,481,"{'female vocalists': 30, 'pop': 24, 'rock': 16, 'alternative': 15, 'electronic': 15}"
450,482,"{'rock': 31, 'indie': 23, 'alternative': 20, 'pop': 14, 'dance': 11}"
451,484,"{'rock': 27, 'russian': 23, 'alternative': 23, 'russian rock': 15, 'electronic': 12}"
452,485,"{'experimental': 23, 'alternative': 23, 'post-rock': 23, 'instrumental': 16, 'indie': 14}"
453,486,"{'pop': 32, 'female vocalists': 29, 'rnb': 16, 'dance': 16, 'hip-hop': 6}"
454,487,"{'pop': 32, 'female vocalists': 29, 'rock': 19, 'pop rock': 10, 'alternative': 10}"
455,488,"{'rock': 29, 'alternative': 25, 'indie': 22, 'indie rock': 12, 'alternative rock': 12}"
456,489,"{'rock': 37, 'classic rock': 17, 'alternative': 17, 'alternative rock': 15, 'hard rock': 14}"
457,490,"{'indie': 24, 'female vocalists': 20, 'alternative': 20, 'rock': 20, 'electronic': 16}"
458,491,"{'metal': 32, 'thrash metal': 27, 'heavy metal': 20, 'black metal': 11, 'speed metal': 11}"
459,492,"{'jazz': 21, 'singer-songwriter': 21, 'rock': 21, 'oldies': 18, 'alternative': 18}"
460,493,"{'rock': 25, 'electronic': 21, 'new wave': 18, '80s': 18, 'pop': 18}"
461,494,"{'female vocalists': 33, 'pop': 27, 'rock': 18, 'pop rock': 16, 'disney': 6}"
462,495,"{'female vocalists': 35, 'pop': 31, 'dance': 14, 'rnb': 10, 'brazilian': 9}"
463,496,"{'rock': 25, 'industrial': 21, 'gothic': 21, 'electronic': 17, 'darkwave': 17}"
464,497,"{'female vocalists': 34, 'pop': 34, 'dance': 14, 'rock': 10, 'rnb': 8}"
465,498,"{'pop': 30, 'female vocalists': 27, 'rnb': 19, 'soul': 14, 'dance': 11}"
466,499,"{'rock': 24, '80s': 21, 'female vocalists': 21, 'alternative': 17, 'pop': 17}"
467,500,"{'electronic': 34, 'idm': 24, 'experimental': 17, 'electronica': 14, 'ambient': 11}"
468,501,"{'pop': 35, 'female vocalists': 32, 'dance': 16, 'rnb': 9, 'rock': 7}"
469,502,"{'pop': 32, 'female vocalists': 25, 'dance': 20, 'british': 13, 'rnb': 9}"
470,503,"{'pop': 30, 'dance': 19, 'female vocalists': 19, 'rock': 19, 'alternative': 14}"
471,504,"{'pop': 29, 'rock': 29, 'pop punk': 16, 'female vocalists': 14, 'pop rock': 12}"
472,506,"{'electronic': 28, 'industrial': 19, 'ebm': 19, 'indie': 19, 'alternative': 16}"
473,507,"{'rock': 32, 'british': 21, 'ska': 18, 'singer-songwriter': 15, 'reggae': 15}"
474,508,"{'african': 27, 'world': 23, 'afrobeat': 21, 'africa': 15, 'funk': 14}"
475,509,"{'rock': 34, 'alternative': 22, 'alternative rock': 20, 'hard rock': 14, 'metal': 10}"
476,510,"{'pop': 24, 'female vocalists': 24, 'japanese': 18, 'instrumental': 18, 'soul': 18}"
477,511,"{'rock': 29, 'alternative': 24, 'indie': 20, 'alternative rock': 15, 'indie rock': 12}"
478,512,"{'metal': 28, 'rock': 25, 'alternative': 19, 'hard rock': 14, 'alternative rock': 14}"
479,513,"{'indie': 27, 'rock': 22, 'alternative': 22, 'alternative rock': 14, 'indie rock': 14}"
480,514,"{'pop': 30, 'female vocalists': 29, 'dance': 20, 'rock': 11, 'swedish': 11}"
481,515,"{'indie': 36, 'rock': 22, 'alternative': 18, 'pop': 12, 'indie rock': 12}"
482,516,"{'rock': 22, 'gothic': 22, 'alternative': 22, 'female vocalists': 17, 'industrial': 17}"
483,517,"{'electronic': 41, 'indie': 17, 'minimal': 17, 'jazz': 14, 'techno': 10}"
484,518,"{'pop': 37, 'female vocalists': 31, 'dance': 14, 'rnb': 10, 'disney': 8}"
485,519,"{'metal': 39, 'heavy metal': 16, 'rock': 16, 'power metal': 16, 'symphonic metal': 14}"
486,520,"{'rock': 29, 'alternative': 25, 'soundtrack': 17, 'electronic': 17, 'russian rock': 12}"
487,521,"{'rock': 32, 'alternative': 23, 'pop punk': 16, 'punk': 16, 'punk rock': 14}"
488,523,"{'indie': 22, 'british': 21, 'rock': 21, 'indie rock': 19, 'alternative': 18}"
489,525,"{'rock': 28, 'alternative': 21, 'hardcore': 18, 'screamo': 16, 'alternative rock': 16}"
490,526,"{'rock': 38, 'alternative': 21, 'hard rock': 15, 'alternative rock': 15, 'metal': 12}"
491,527,"{'female vocalists': 33, 'pop': 33, 'dance': 16, 'electronic': 10, 'rnb': 9}"
492,529,"{'progressive rock': 25, 'classic rock': 24, 'rock': 22, 'hard rock': 17, 'psychedelic rock': 12}"
493,530,"{'electronic': 25, 'indie': 23, 'female vocalists': 20, 'mpb': 16, 'brasil': 16}"
494,531,"{'pop': 37, 'female vocalists': 27, 'dance': 15, 'rnb': 11, 'pop rock': 10}"
495,532,"{'rock': 27, 'pop punk': 20, 'hardcore': 18, 'post-hardcore': 18, 'alternative': 16}"
496,533,"{'latin': 24, 'pop': 24, 'mexico': 18, 'female vocalists': 18, 'spanish': 18}"
497,534,"{'pop': 27, 'dance': 25, 'female vocalists': 19, 'electronic': 17, 'rnb': 12}"
498,535,"{'pop': 33, 'rock': 28, 'female vocalists': 15, 'dance': 13, 'alternative': 11}"
499,536,"{'pop': 37, 'dance': 17, 'female vocalists': 17, 'rock': 17, 'latin': 13}"
500,537,"{'pop': 38, 'female vocalists': 26, 'k-pop': 12, 'korean': 12, 'dance': 12}"
501,538,"{'pop': 33, 'female vocalists': 30, 'dance': 16, 'rnb': 12, 'hip-hop': 9}"
502,539,"{'rock': 22, 'alternative': 20, 'electronic': 20, 'new wave': 20, 'pop': 20}"
503,540,"{'new wave': 24, '80s': 24, 'electronic': 20, 'indie': 17, 'alternative': 15}"
504,541,"{'rock': 37, 'classic rock': 22, 'hard rock': 17, 'alternative rock': 12, 'psychedelic rock': 12}"
505,542,"{'pop': 30, 'soul': 30, 'female vocalists': 20, 'glee': 10, 'cover': 10}"
506,543,"{'alternative': 30, 'rock': 25, 'indie': 18, 'electronic': 16, 'alternative rock': 11}"
507,544,"{'indie': 26, 'electronic': 21, 'rock': 21, 'alternative': 21, 'indie rock': 12}"
508,545,"{'rock': 30, 'alternative rock': 26, 'alternative': 26, 'indie': 11, 'pop': 7}"
509,546,"{'metal': 44, 'heavy metal': 18, 'death metal': 18, 'progressive metal': 10, 'melodic death metal': 10}"
510,547,"{'rock': 42, 'classic rock': 20, 'alternative': 15, 'alternative rock': 12, 'hip-hop': 10}"
511,548,"{'metal': 34, 'black metal': 30, 'death metal': 18, 'heavy metal': 9, 'norwegian black metal': 9}"
512,549,"{'rock': 36, 'classic rock': 31, 'hard rock': 14, 'alternative': 10, 'pop': 10}"
513,550,"{'metal': 37, 'heavy metal': 24, 'thrash metal': 24, 'hard rock': 8, 'death metal': 8}"
514,551,"{'alternative': 26, 'rock': 24, 'indie': 18, 'pop': 18, 'rnb': 15}"
515,552,"{'drum and bass': 33, 'darkstep': 27, 'dnb': 15, 'darkside': 15, 'techstep': 10}"
516,553,"{'pop': 33, 'female vocalists': 23, 'dance': 17, 'russian': 17, 'rnb': 10}"
517,555,"{'pop': 35, 'female vocalists': 28, 'dance': 22, 'rnb': 8, 'british': 8}"
518,556,"{'electronic': 33, 'indie': 23, 'instrumental': 16, 'ambient': 14, 'rock': 14}"
519,557,"{'industrial': 26, 'electronic': 24, 'gothic': 21, 'female vocalists': 15, 'rock': 15}"
520,558,"{'pop': 25, 'female vocalists': 25, '80s': 19, 'dance': 19, 'rock': 12}"
521,559,"{'rock': 39, 'classic rock': 26, 'british': 16, 'folk': 10, '60s': 10}"
522,560,"{'rock': 26, 'alternative': 21, 'electronic': 19, 'british': 19, 'indie': 14}"
523,561,"{'rnb': 31, 'female vocalists': 20, 'hip-hop': 18, 'pop': 16, 'soul': 14}"
524,562,"{'country': 34, 'female vocalists': 21, 'singer-songwriter': 19, 'pop': 13, 'modern country': 13}"
525,563,"{'blues': 34, 'blues rock': 20, 'rock': 18, 'classic rock': 16, 'guitar': 11}"
526,565,"{'electronic': 29, 'synthpop': 26, 'alternative': 17, 'new wave': 14, 'female vocalists': 14}"
527,566,"{'rock': 29, '80s': 21, 'electronic': 21, 'industrial': 15, 'alternative': 15}"
528,567,"{'alternative': 27, 'indie': 25, 'indie rock': 18, 'rock': 18, 'alternative rock': 12}"
529,568,"{'pop': 23, 'female vocalists': 21, 'indie': 19, 'alternative': 19, 'rock': 17}"
530,569,"{'pop': 29, 'female vocalists': 29, 'dance': 16, 'rnb': 13, 'soul': 13}"
531,570,"{'hip-hop': 29, 'rap': 29, 'hip hop': 21, 'gangsta rap': 11, 'dirty south': 9}"
532,571,"{'pop': 35, 'female vocalists': 22, 'dance': 17, 'electronic': 13, 'rock': 13}"
533,572,"{'pop': 35, 'dance': 25, 'female vocalists': 23, 'electronic': 10, 'rock': 8}"
